Nº	ROTA	CLIENTE	FORNECEDOR	OPERAÇÃO	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDÁGIO	STATUS		DATA INICIAL	HORA INICIAL	REF.	ROTA	VIATURA	VEICULO ESCOLTADO	DATA FINAL	HORA FINAL		INICIAL	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	TOTAL		ACIONAMENTO	PEDAGIO	REVISÃO	VALOR TOTAL		Nº	ROTA	CLIENTE	FORNECEDOR	EQUIPE	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDAGIO	SITUAÇÃO												  	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	 TOTAL 		ESCOLTA	 PEDÁGIO 	TOTAL
4372	JUNDIAI/SP - x 200 km VILA VIANA /ES	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		07/04/2026	16:30:00		JUNDIAI/SP - x 200 km VILA VIANA /ES	UGU6E48	EWL3C69	07/04/2026	19:58:00		286	487	201		16:30:00	19:58:00	03:28:00		1	 R$6,60 	 R$6,60 		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.444,60 	 R$ 1.444,60 		4372	JUNDIAI/SP - x 200 km VILA VIANA /ES	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	5:00:00	200	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		07/04/2026	16:30:00		SP	JUNDIAI/SP - x 200 km VILA VIANA /ES	UGU6E48	EWL3C69	07/04/2026	19:58:00		286	487	201		17:00:00	19:58:00	03:28:00		1	 R$4,80 	 R$4,80 		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$1.003,10 
4373	GUARUJA X EXTREMA MG	CEVA	DOMAIN	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		07/04/2026	09:00:00		GUARUJA X EXTREMA MG	ESS9D84	FIN8G64	07/04/2026	15:56:00		41.145	41.384	239		09:00:00	15:56:00	06:56:00		139	 R$6,60 	 R$917,40 		03:56:00	 R$160,00 	 R$629,33 		 R$660,00 	 R$ 24,30 	 R$ 2.231,03 	 R$ 2.231,03 		4373	GUARUJA X EXTREMA MG	CEVA	DOMAIN	CARACTERIZADA	 R$ 450,00 	4:00:00	110	 R$95,00 	 R$4,50 	À PARTE	CONCLUIDO		07/04/2026	09:00:00	1091	SP	GUARUJA X EXTREMA MG	ESS9D84	FIN8G64	07/04/2026	15:56:00		41.145	41.384	239		09:00:00	15:56:00	06:56:00		129	 R$4,50 	 R$580,50 		02:56:00	 R$95,00 	 R$278,67 		 R$450,00 	 R$ 24,30 	 R$1.333,47 
4374	MONTES CLAROS X MONTES CLAROS MG  (1 ARMADO)	LOGGO	TM SEG	PRONTA RESPOSTA	 R$702,00 	03:00:00	50	 R$160,92 	 R$3,24 	À PARTE	CONCLUIDO		07/04/2026	08:30:00		MONTES CLAROS X MONTES CLAROS MG  (1 ARMADO)	TDR8I23	HLU3C62	07/04/2026	09:57:00		56.211	56.239	28		08:30:00	09:57:00	01:27:00		0	 R$3,24 	 R$-   		00:00:00	 R$160,92 	 R$-   		 R$702,00 	 R$ -   	 R$ 702,00 	 R$ 702,00 		4374	MONTES CLAROS X MONTES CLAROS MG  (1 ARMADO)	LOGGO	TM SEG	PRONTA RESPOSTA	 R$ 210,00 	3:00:00	50	 R$35,00 	 R$1,20 	À PARTE	CONCLUIDO		07/04/2026	08:30:00		SE	MONTES CLAROS X MONTES CLAROS MG  (1 ARMADO)	TDR8I23	HLU3C62	07/04/2026	09:57:00		56.211	56.239	28		08:30:00	09:57:00	01:27:00		0	 R$1,20 	 R$-   		00:00:00	 R$35,00 	 R$-   		 R$210,00 	 R$ -   	 R$210,00 
4375	GUARULHOS X CONGONHAS	VTC	COMANDO G8	CARACTERIZADA	 R$580,00 	03:00:00	100	 R$150,00 	 R$5,80 	À PARTE	CONCLUIDO		06/04/2026	22:25:00		GUARULHOS X CONGONHAS	TXW5H46	OVS8607	07/04/2026	02:01:00		20.919	20.961	42		22:25:00	02:01:00	03:36:00		0	 R$5,80 	 R$-   		00:36:00	 R$150,00 	 R$90,00 		 R$580,00 	 R$ -   	 R$ 670,00 	 R$ 670,00 		4375	GUARULHOS X CONGONHAS	VTC	COMANDO G8	CARACTERIZADA	 R$ 400,00 	4:00:00	110	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		06/04/2026	22:25:00		SP	GUARULHOS X CONGONHAS	TXW5H46	OVS8607	07/04/2026	02:01:00		20.919	20.961	42		22:25:00	02:01:00	03:36:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$400,00 	 R$ -   	 R$400,00 
4376	BUTANTÃ X GUARULHOS	VTC	DOMAIN	CARACTERIZADA	 R$580,00 	03:00:00	100	 R$150,00 	 R$5,80 	À PARTE	CONCLUIDO		07/04/2026	08:00:00		BUTANTÃ X GUARULHOS	QSP5J12	REI7F16	07/04/2026	11:45:00		15.831	15.878	47		08:00:00	11:45:00	03:45:00		0	 R$5,80 	 R$-   		00:45:00	 R$150,00 	 R$112,50 		 R$580,00 	 R$ -   	 R$ 692,50 	 R$ 692,50 		4376	BUTANTÃ X GUARULHOS	VTC	DOMAIN	CARACTERIZADA	 R$ 450,00 	4:00:00	110	 R$95,00 	 R$4,50 	À PARTE	CONCLUIDO		07/04/2026	08:00:00		SP	BUTANTÃ X GUARULHOS	QSP5J12	REI7F16	07/04/2026	11:45:00		15.831	15.878	47		08:00:00	11:45:00	03:45:00		0	 R$4,50 	 R$-   		00:00:00	 R$95,00 	 R$-   		 R$450,00 	 R$ -   	 R$450,00 
4377	CAMPOS DOS GOYTACAZES  X MACAE ( 1 ARMADO)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$702,00 	03:00:00	50	 R$160,92 	 R$3,24 	À PARTE	CONCLUIDO		07/04/2026	08:15:00		CAMPOS DOS GOYTACAZES  X MACAE ( 1 ARMADO)	KZM7B14	KLU9F01	07/04/2026	13:59:00		111.114	111.336	222		08:15:00	13:59:00	05:44:00		172	 R$3,24 	 R$557,28 		02:44:00	 R$160,92 	 R$439,85 		 R$702,00 	 R$ 15,00 	 R$ 1.714,13 	 R$ 1.714,13 		4377	CAMPOS DOS GOYTACAZES  X MACAE ( 1 ARMADO)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		07/04/2026	08:15:00		SE	CAMPOS DOS GOYTACAZES  X MACAE ( 1 ARMADO)	KZM7B14	KLU9F01	07/04/2026	13:59:00		111.114	111.336	222		08:15:00	13:59:00	05:44:00		172	 R$1,50 	 R$258,00 		02:44:00	 R$70,00 	 R$191,33 		 R$430,00 	 R$ 15,00 	 R$894,33 
4378	SUMARE (TRANSBORDO) 1 ARMADO	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	CONCLUIDO		07/04/2026	17:47:00		SUMARE (TRANSBORDO) 1 ARMADO	DFI9C13	ENX8F94	07/04/2026	18:56:00		162.655	162.702	47		17:47:00	18:56:00	01:09:00		0	 R$2,30 	 R$-   		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ 24,20 	 R$ 673,20 	 R$ 673,20 		4378	SUMARE (TRANSBORDO) 1 ARMADO	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		07/04/2026	17:47:00	1092	SP	SUMARE (TRANSBORDO) 1 ARMADO	DFI9C13	ENX8F94	07/04/2026	18:56:00		162.655	162.702	47		17:47:00	18:56:00	01:09:00		0	 R$1,50 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ 24,20 	 R$454,20 
4379	GUARUJÁ X RIO DAS PEDRAS	COSTA LOG	TORRES	CARACTERIZADA	 R$1.620,00 	06:00:00	250	 R$171,72 	 R$6,48 	À PARTE	CONCLUIDO		08/04/2026	02:00:00		GUARUJÁ X RIO DAS PEDRAS	UGU6E48	FGY5I01	08/04/2026	08:38:00		710	962	252		02:00:00	08:38:00	06:38:00		2	 R$6,48 	 R$12,96 		00:38:00	 R$171,72 	 R$108,76 		 R$1.620,00 	 R$ 57,70 	 R$ 1.799,42 	 R$ 1.799,42 		4379	GUARUJÁ X RIO DAS PEDRAS	COSTA LOG	TORRES	CARACTERIZADA	 R$ 1.440,45 	8:00:00	300	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		08/04/2026	02:00:00		SP	GUARUJÁ X RIO DAS PEDRAS	UGU6E48	FGY5I01	08/04/2026	10:07:00		710	962	252		02:00:00	10:07:00	08:07:00		0	 R$4,80 	 R$-   		00:07:00	 R$106,70 	 R$12,45 		 R$1.440,45 	 R$ 57,70 	 R$1.198,56 
4380	CONTAGEM X BELO HORIZONTE	IBL	CENTURIÃO	CARACTERIZADA	 R$930,00 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	CANCELADA		08/04/2026	13:00:00		CANCELADA POR DANIEL	UAB8F46	HIM0228	08/04/2026	13:00:00		0	0	0		13:00:00	13:00:00	00:00:00		0	 R$7,30 	 R$-   		00:00:00	 R$168,51 	 R$-   		 R$930,00 	 R$ -   	 R$ 930,00 	 R$ 930,00 		4380	CONTAGEM X BELO HORIZONTE	IBL	CENTURIÃO	CARACTERIZADA	 R$ 500,00 	3:00:00	100	 R$118,00 	 R$5,00 	À PARTE	CANCELADA		08/04/2026	13:00:00		MG	CANCELADA POR DANIEL	UAB8F46	HIM0228	08/04/2026	13:00:00		0	0	0		13:00:00	13:00:00	00:00:00		0	 R$5,00 	 R$-   		00:00:00	 R$118,00 	 R$-   		 R$500,00 	 R$ -   	 R$500,00 
4381	FLORIANOPOLIS SC X PALHOÇA	IBL	SIGILO	CARACTERIZADA	 R$1.250,00 	03:00:00	100	 R$181,33 	 R$8,00 	À PARTE	CONCLUIDO		08/04/2026	07:30:00	SUL	FLORIANOPOLIS SC X PALHOÇA	FKQ7F51	SXM0G99	08/04/2026	12:09:00		355.001	355.035	34		07:30:00	12:09:00	04:39:00		0	 R$8,00 	 R$-   		01:39:00	 R$181,33 	 R$299,19 		 R$1.250,00 	 R$ -   	 R$ 1.549,19 	 R$ 1.549,19 		4381	FLORIANOPOLIS SC X PALHOÇA	IBL	SIGILO	CARACTERIZADA	 R$ 500,00 	03:00	100	 R$100,00 	 R$5,00 	À PARTE	CONCLUIDO		08/04/2026	07:30:00		SC	FLORIANOPOLIS SC X PALHOÇA	FKQ7F51	SXM0G99	08/04/2026	12:09:00		355.001	355.035	34		07:30:00	12:09:00	04:39:00		0	 R$5,00 	 R$-   		01:39:00	 R$100,00 	 R$165,00 		 R$500,00 	 R$ -   	 R$665,00 
4382	SÃO PAULO/SP (1 ARMADO) TRANSBORDO	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	CONCLUIDO		07/04/2026	19:21:00		SÃO PAULO/SP (1 ARMADO) TRANSBORDO	FVI3J99	TYK1D18	07/04/2026	21:56:00		250.356	250.433	77		19:21:00	21:56:00	02:35:00		27	 R$2,30 	 R$62,10 		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ -   	 R$ 711,10 	 R$ 711,10 		4382	SÃO PAULO/SP (1 ARMADO) TRANSBORDO	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		07/04/2026	19:21:00			SÃO PAULO/SP (1 ARMADO) TRANSBORDO	FVI3J99	TYK1D18	07/04/2026	21:56:00		250.356	250.433	77		19:21:00	21:56:00	02:35:00		27	 R$1,50 	 R$40,50 		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ -   	 R$470,50 
4383	PARANAGUA PR X CURITIBA PR	ALS	SIGILO	CARACTERIZADA	 R$650,00 	03:00:00	100	 R$165,00 	 R$6,50 	À PARTE	CONCLUIDO		08/04/2026	15:00:00	SUL	PARANAGUA PR X CURITIBA PR	QCH6C12	AQS3G04	08/04/2026	19:42:00		287.521	287.609	88		15:00:00	19:42:00	04:42:00		0	 R$6,50 	 R$-   		01:42:00	 R$165,00 	 R$280,50 		 R$650,00 	 R$ 24,00 	 R$ 954,50 	 R$ 954,50 		4383	PARANAGUA PR X CURITIBA PR	ALS	SIGILO	CARACTERIZADA	 R$ 500,00 	03:00	100	 R$100,00 	 R$5,00 	À PARTE	CONCLUIDO		08/04/2026	15:00:00		SC	PARANAGUA PR X CURITIBA PR	QCH6C12	AQS3G04	08/04/2026	19:42:00		287.521	287.609	88		15:00:00	19:42:00	04:42:00		0	 R$5,00 	 R$-   		01:42:00	 R$100,00 	 R$170,00 		 R$500,00 	 R$ 24,00 	 R$694,00 
4384	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	09:00:00		JUNDIAI/SP - x 200 km VILA SERRA /ES	TEE 3H07	JRS9F30	08/04/2026	13:29:00		111.819	112.024	205		09:00:00	13:29:00	04:29:00		5	 R$6,60 	 R$33,00 		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.471,00 	 R$ 1.471,00 		4384	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		08/04/2026	09:00:00		SP	JUNDIAI/SP - x 200 km VILA SERRA /ES	TEE 3H07	JRS9F30	08/04/2026	13:29:00		111.819	112.024	205		17:00:00	13:29:00	04:29:00		5	 R$4,00 	 R$20,00 		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ 38,00 	 R$858,00 
4385	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	16:00:00		JUNDIAI/SP - x 200 km VILA SERRA /ES	TXW5H50	FVA7B33	08/04/2026	22:42:00		109.162	109.363	201		16:00:00	22:42:00	06:42:00		1	 R$6,60 	 R$6,60 		01:42:00	 R$160,00 	 R$272,00 		 R$1.400,00 	 R$ 38,00 	 R$ 1.716,60 	 R$ 1.716,60 		4385	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		08/04/2026	16:00:00		SP	JUNDIAI/SP - x 200 km VILA SERRA /ES	TXW5H50	FVA7B33	08/04/2026	22:42:00		109.162	109.363	201		17:00:00	22:42:00	06:42:00		1	 R$4,00 	 R$4,00 		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ 38,00 	 R$842,00 
4386	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CANCELADA		08/04/2026	16:30:00		CANCELADA PELO VICTOR	 TEE3H07		08/04/2026	19:00:00		0	200	200		16:30:00	19:00:00	02:30:00		100	 R$6,60 	 R$660,00 		00:00:00	 R$160,00 	 R$-   		 R$660,00 	 R$ -   	 R$ 1.320,00 	 R$ 1.320,00 		4386	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CANCELADA		08/04/2026	16:30:00		SP	CANCELADA PELO VICTOR	 TEE3H07	00:00	08/04/2026	19:00:00		0	200	200		17:00:00	19:00:00	02:30:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ -   	 R$800,00 
4387	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CANCELADA		08/04/2026	17:30:00		CANCELADA POR VICTOR	 RTC6J06		08/04/2026	19:00:00		0	200	200		17:30:00	19:00:00	01:30:00		100	 R$6,60 	 R$660,00 		00:00:00	 R$160,00 	 R$-   		 R$660,00 	 R$ -   	 R$ 1.320,00 	 R$ 1.320,00 		4387	JUNDIAI/SP - x 200 km VILA SERRA /ES	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CANCELADA		08/04/2026	17:30:00		SP	CANCELADA POR VICTOR	 RTC6J06	00:00	08/04/2026	19:00:00		0	200	200		17:00:00	19:00:00	01:30:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ -   	 R$800,00 
4388	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	16:00:00		JUNDIAI/SP - x 200 km VILA BRASILIA/DF	TXW5H50	FVA7B33	08/04/2026	19:26:00		4.883	5.083	200		16:00:00	19:26:00	03:26:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4388	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		08/04/2026	16:00:00		SP	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	TXW5H50	FVA7B33	08/04/2026	19:26:00		4.883	5.083	200		17:00:00	19:26:00	03:26:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ 38,00 	 R$838,00 
4389	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	MW	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	16:30:00		JUNDIAI/SP - x 200 km VILA BRASILIA/DF	IZA3D63	ATT4C17	09/04/2026	06:47:00		266.684	266.884	200		16:30:00	06:47:00	14:17:00		0	 R$6,60 	 R$-   		09:17:00	 R$160,00 	 R$1.485,33 		 R$1.400,00 	 R$ 38,00 	 R$ 2.923,33 	 R$ 2.923,33 		4389	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	MW	CARACTERIZADA	 R$ 900,00 	05:00	200	 R$90,00 	 R$4,50 	À PARTE	CONCLUIDO		08/04/2026	16:30:00		SP	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	IZA3D63	ATT4C17	09/04/2026	06:47:00		266.684	266.884	200		17:00:00	06:47:00	14:17:00		0	 R$4,50 	 R$-   		09:17:00	 R$90,00 	 R$835,50 		 R$900,00 	 R$ 38,00 	 R$1.773,50 
4390	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	DOMAIN	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	17:00:00		JUNDIAI/SP - x 200 km VILA BRASILIA/DF	UDD1C04	RAG5C72	08/04/2026	23:02:00		19.472	19.672	200		17:00:00	23:02:00	06:02:00		0	 R$6,60 	 R$-   		01:02:00	 R$160,00 	 R$165,33 		 R$1.400,00 	 R$ 38,00 	 R$ 1.603,33 	 R$ 1.603,33 		4390	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	DOMAIN	CARACTERIZADA	 R$ 860,00 	07:00	200	 R$95,00 	 R$4,50 	À PARTE	CONCLUIDO		08/04/2026	17:00:00		SP	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	UDD1C04	RAG5C72	08/04/2026	23:02:00		19.472	19.672	200		17:00:00	23:02:00	06:02:00		0	 R$4,50 	 R$-   		00:00:00	 R$95,00 	 R$-   		 R$860,00 	 R$ 38,00 	 R$898,00 
4391	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	DOMAIN	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	17:30:00		JUNDIAI/SP - x 200 km VILA BRASILIA/DF	UDE1E99	DTE1255	08/04/2026	23:03:00		11.812	12.012	200		17:30:00	23:03:00	05:33:00		0	 R$6,60 	 R$-   		00:33:00	 R$160,00 	 R$88,00 		 R$1.400,00 	 R$ 38,00 	 R$ 1.526,00 	 R$ 1.526,00 		4391	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	CEVA	DOMAIN	CARACTERIZADA	 R$ 860,00 	07:00	200	 R$95,00 	 R$4,50 	À PARTE	CONCLUIDO		08/04/2026	17:30:00		SP	JUNDIAI/SP - x 200 km VILA BRASILIA/DF	UDE1E99	DTE1255	08/04/2026	23:03:00		11.812	12.012	200		17:00:00	23:03:00	05:33:00		0	 R$4,50 	 R$-   		00:00:00	 R$95,00 	 R$-   		 R$860,00 	 R$ 38,00 	 R$898,00 
4392	JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	10:55:00		JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	UGU6E48	AWG0G22 	08/04/2026	14:09:00		1.076	1.276	200		10:55:00	14:09:00	03:14:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4392	JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	5:00:00	200	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		08/04/2026	10:55:00		SP	JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	UGU6E48	AWG0G22 	08/04/2026	14:09:00		1.076	1.276	200		17:00:00	14:09:00	03:14:00		0	 R$4,80 	 R$-   		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$998,30 
4393	GUARULHOS X GUARULHOS 	VTC	TORRES	CARACTERIZADA	 R$580,00 	03:00:00	100	 R$150,00 	 R$5,80 	À PARTE	CONCLUIDO		08/04/2026	06:30:00		GUARULHOS X GUARULHOS 	UEB7H08	PBL6255	08/04/2026	08:06:00		3.043	3.058	15		06:30:00	08:06:00	01:36:00		0	 R$5,80 	 R$-   		00:00:00	 R$150,00 	 R$-   		 R$580,00 	 R$ -   	 R$ 580,00 	 R$ 580,00 		4393	GUARULHOS X GUARULHOS 	VTC	TORRES	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		08/04/2026	06:30:00		SP	GUARULHOS X GUARULHOS 	UEB7H08	PBL6255	08/04/2026	08:06:00		3.043	3.058	15		06:30:00	08:06:00	01:36:00		0	 R$4,80 	 R$-   		00:00:00	 R$106,70 	 R$-   		 R$480,15 	 R$ -   	 R$480,15 
4394	JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	CEVA	MW	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	14:30:00		JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	UER7D08	KAT7B61 	08/04/2026	19:23:00		5.077	5.277	200		14:30:00	19:23:00	04:53:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4394	JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	CEVA	MW	CARACTERIZADA	 R$ 900,00 	05:00	200	 R$90,00 	 R$4,50 	À PARTE	CONCLUIDO		08/04/2026	14:30:00		SP	JUNDIAI/SP - x 200 km VILA SÃO JOAO DE MERITI/RJ 	UER7D08	KAT7B61 	08/04/2026	19:23:00		5.077	5.277	200		17:00:00	19:23:00	04:53:00		0	 R$4,50 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$900,00 	 R$ 38,00 	 R$938,00 
4395	JUNDIAI/SP - x 200 km VILA  SÃO JOSE /SC	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	13:00:00		JUNDIAI/SP - x 200 km VILA  SÃO JOSE /SC	UEB7H08	QRM2I02	08/04/2026	20:16:00		3.136	3.336	200		13:00:00	20:16:00	07:16:00		0	 R$6,60 	 R$-   		02:16:00	 R$160,00 	 R$362,67 		 R$1.400,00 	 R$ 38,00 	 R$ 1.800,67 	 R$ 1.800,67 		4395	JUNDIAI/SP - x 200 km VILA  SÃO JOSE /SC	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		08/04/2026	13:00:00		SP	JUNDIAI/SP - x 200 km VILA  SÃO JOSE /SC	UEB7H08	QRM2I02	08/04/2026	20:16:00		3.136	3.336	200		17:00:00	20:16:00	07:16:00		0	 R$4,00 	 R$-   		00:16:00	 R$90,00 	 R$24,00 		 R$800,00 	 R$ 38,00 	 R$862,00 
4396	CUBATÃO X SANTOS	CESARI	TM SEG	PRONTA RESPOSTA	 R$699,84 	03:00:00	50	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		08/04/2026	12:00:00	PBJ107-2026 - TRAXYS	CUBATÃO X SANTOS	DCU1E99	TIO4D31	08/04/2026	13:42:00		140.732	140.828	96		12:00:00	13:42:00	01:42:00		46	 R$7,00 	 R$322,00 		00:00:00	 R$163,30 	 R$-   		 R$699,84 	 R$ -   	 R$ 1.021,84 	 R$ 1.021,84 		4396	CUBATÃO X SANTOS	CESARI	TM SEG	PRONTA RESPOSTA	 R$ 210,00 	3:00:00	50	 R$35,00 	 R$1,20 	À PARTE	CONCLUIDO		08/04/2026	12:00:00		SP	CUBATÃO X SANTOS	DCU1E99	TIO4D31	08/04/2026	13:42:00		140.732	140.828	96		12:00:00	13:42:00	01:42:00		46	 R$1,20 	 R$55,20 		00:00:00	 R$35,00 	 R$-   		 R$210,00 	 R$ -   	 R$265,20 
